case:concept:name,concept:name,Resource,Complete Timestamp,AMOUNT_REQ,label,lifecycle:transition,timesincemidnight,timesincelastevent,timesincecasestart,event_nr,month,weekday,hour,open_cases
173844,W_Completeren aanvraag,11201,10/3/2011 14:15,15500,1,COMPLETE,855,8.19755,1572.228683,8,10,0,14,67
173844,A_ACCEPTED,11201,10/3/2011 14:15,15500,1,COMPLETE,855,0.194183333,1572.5112,10,10,0,14,67
173844,A_FINALIZED,11201,10/3/2011 14:19,15500,1,COMPLETE,859,0,1576.3214,11,10,0,14,68
173844,O_SELECTED,11201,10/3/2011 14:19,15500,1,COMPLETE,859,3.8102,1576.3214,12,10,0,14,68
173844,O_CREATED,11201,10/3/2011 14:19,15500,1,COMPLETE,859,0.0174,1576.3388,13,10,0,14,68
173844,O_SENT,11201,10/3/2011 14:19,15500,1,COMPLETE,859,0.0005,1576.3393,14,10,0,14,68
173844,W_Completeren aanvraag,11201,10/3/2011 14:19,15500,1,COMPLETE,859,0.01975,1576.36305,16,10,0,14,68
173844,O_SENT_BACK,11049,10/10/2011 11:17,15500,1,COMPLETE,677,0.398616667,11474.3579,18,10,0,11,345
173844,W_Nabellen offertes,11049,10/10/2011 11:17,15500,1,COMPLETE,677,0.019283333,11474.38088,20,10,0,11,345
173844,O_ACCEPTED,10629,10/11/2011 15:57,15500,1,COMPLETE,957,0,13193.5817,22,10,1,15,372
173844,A_APPROVED,10629,10/11/2011 15:57,15500,1,COMPLETE,957,15.56485,13193.5817,23,10,1,15,372
173844,A_REGISTERED,10629,10/11/2011 15:57,15500,1,COMPLETE,957,0,13193.58172,24,10,1,15,372
173844,A_ACTIVATED,10629,10/11/2011 15:57,15500,1,COMPLETE,957,1.67E-05,13193.58172,25,10,1,15,372
173844,W_Valideren aanvraag,10629,10/11/2011 15:57,15500,1,COMPLETE,957,0.131283333,13193.713,26,10,1,15,371
173868,A_SUBMITTED,112,10/2/2011 13:24,5000,0,COMPLETE,804,0,0,1,10,6,13,44
173868,A_PARTLYSUBMITTED,112,10/2/2011 13:24,5000,0,COMPLETE,804,0.002416667,0.002416667,2,10,6,13,44
173868,A_PREACCEPTED,112,10/2/2011 13:25,5000,0,COMPLETE,805,0.741366667,0.743783333,3,10,6,13,44
173868,W_Completeren aanvraag,11180,10/3/2011 11:17,5000,0,COMPLETE,677,6.146516667,1313.250367,6,10,0,11,58
173868,A_ACCEPTED,11180,10/3/2011 11:18,5000,0,COMPLETE,678,0.281533333,1313.747533,8,10,0,11,58
173868,A_FINALIZED,11180,10/3/2011 11:21,5000,0,COMPLETE,681,0,1317.3769,9,10,0,11,58
173868,O_SELECTED,11180,10/3/2011 11:21,5000,0,COMPLETE,681,3.629366667,1317.3769,10,10,0,11,58
173868,O_CREATED,11180,10/3/2011 11:21,5000,0,COMPLETE,681,0.019666667,1317.396567,11,10,0,11,58
173868,O_SENT,11180,10/3/2011 11:21,5000,0,COMPLETE,681,0.000483333,1317.39705,12,10,0,11,58
173868,W_Completeren aanvraag,11180,10/3/2011 11:21,5000,0,COMPLETE,681,0.016733333,1317.41715,14,10,0,11,58
173868,W_Nabellen offertes,11180,10/10/2011 17:28,5000,0,COMPLETE,1048,8.6937,11763.88985,16,10,0,17,347
173868,W_Nabellen offertes,11180,10/18/2011 12:41,5000,0,COMPLETE,761,0.207266667,22996.78458,18,10,1,12,502
173868,W_Nabellen offertes,11119,10/19/2011 19:47,5000,0,COMPLETE,1187,3.548766667,24862.9813,20,10,2,19,535
173868,O_SENT_BACK,11029,10/20/2011 10:11,5000,0,COMPLETE,611,0.523616667,25727.50955,22,10,3,10,550
173868,W_Nabellen offertes,11029,10/20/2011 10:11,5000,0,COMPLETE,611,0.016683333,25727.52878,24,10,3,10,550
173868,O_DECLINED,10609,10/26/2011 9:07,5000,0,COMPLETE,547,0,34303.24917,26,10,2,9,652
173868,A_DECLINED,10609,10/26/2011 9:07,5000,0,COMPLETE,547,24.8974,34303.24917,27,10,2,9,652
173868,W_Valideren aanvraag,10609,10/26/2011 9:07,5000,0,COMPLETE,547,0.097216667,34303.34638,28,10,2,9,651
174069,A_SUBMITTED,112,10/3/2011 14:05,43640,0,COMPLETE,845,0,0,1,10,0,14,67
174069,A_PARTLYSUBMITTED,112,10/3/2011 14:05,43640,0,COMPLETE,845,0.00695,0.00695,2,10,0,14,67
174069,A_PREACCEPTED,11001,10/3/2011 14:26,43640,0,COMPLETE,866,2.225516667,20.85483333,5,10,0,14,72
174069,W_Afhandelen leads,11001,10/3/2011 14:26,43640,0,COMPLETE,866,0.021983333,20.87978333,7,10,0,14,72
174069,W_Completeren aanvraag,11180,10/3/2011 16:38,43640,0,COMPLETE,998,1.9298,153.1756667,9,10,0,16,73
174069,A_ACCEPTED,10880,10/3/2011 18:21,43640,0,COMPLETE,1101,5.742833333,255.56155,11,10,0,18,73
174069,O_SELECTED,10880,10/3/2011 18:22,43640,0,COMPLETE,1102,0,256.7861667,12,10,0,18,73
174069,A_FINALIZED,10880,10/3/2011 18:22,43640,0,COMPLETE,1102,1.224616667,256.7861667,13,10,0,18,73
174069,O_CREATED,10880,10/3/2011 18:22,43640,0,COMPLETE,1102,0.029066667,256.8152333,14,10,0,18,73
174069,O_SENT,10880,10/3/2011 18:22,43640,0,COMPLETE,1102,0.000716667,256.81595,15,10,0,18,73
174069,W_Completeren aanvraag,10880,10/3/2011 18:22,43640,0,COMPLETE,1102,0.0212,256.8417333,17,10,0,18,73
174069,O_SELECTED,10880,10/3/2011 18:26,43640,0,COMPLETE,1106,0,260.5203,19,10,0,18,73
174069,O_CANCELLED,10880,10/3/2011 18:26,43640,0,COMPLETE,1106,2.86495,260.5203,20,10,0,18,73
174069,O_CREATED,10880,10/3/2011 18:26,43640,0,COMPLETE,1106,0.0228,260.5431,21,10,0,18,73
174069,O_SENT,10880,10/3/2011 18:26,43640,0,COMPLETE,1106,0.000516667,260.5436167,22,10,0,18,73
174069,W_Nabellen offertes,10880,10/3/2011 18:26,43640,0,COMPLETE,1106,0.022316667,260.5687,24,10,0,18,73
174069,O_SENT_BACK,10899,10/10/2011 14:06,43640,0,COMPLETE,846,0.169216667,10080.5821,26,10,0,14,350
174069,W_Nabellen offertes,10899,10/10/2011 14:06,43640,0,COMPLETE,846,0.032883333,10080.61973,28,10,0,14,350
174069,W_Valideren aanvraag,10809,10/13/2011 12:01,43640,0,COMPLETE,721,0.04135,14275.35125,31,10,3,12,414
174069,W_Nabellen incomplete dossiers,10809,10/13/2011 12:11,43640,0,COMPLETE,731,0.051216667,14286.10257,33,10,3,12,413
174069,W_Nabellen incomplete dossiers,10809,10/13/2011 12:12,43640,0,COMPLETE,732,0.020116667,14286.40395,35,10,3,12,413
174069,W_Nabellen incomplete dossiers,10809,10/13/2011 12:18,43640,0,COMPLETE,738,0.03375,14292.90928,37,10,3,12,411
174069,W_Nabellen incomplete dossiers,10809,10/13/2011 12:19,43640,0,COMPLETE,739,0.022716667,14293.50885,39,10,3,12,411
174093,A_SUBMITTED,112,10/3/2011 14:54,21000,0,COMPLETE,894,0,0,1,10,0,14,71
174093,A_PARTLYSUBMITTED,112,10/3/2011 14:54,21000,0,COMPLETE,894,0.006516667,0.006516667,2,10,0,14,71
174093,A_PREACCEPTED,112,10/3/2011 14:55,21000,0,COMPLETE,895,0.758783333,0.7653,3,10,0,14,71
174093,A_ACCEPTED,11180,10/3/2011 16:50,21000,0,COMPLETE,1010,8.6257,115.85135,6,10,0,16,72
174093,A_FINALIZED,11180,10/3/2011 16:57,21000,0,COMPLETE,1017,0,123.30435,7,10,0,16,72
174093,O_SELECTED,11180,10/3/2011 16:57,21000,0,COMPLETE,1017,7.453,123.30435,8,10,0,16,72
174093,O_CREATED,11180,10/3/2011 16:57,21000,0,COMPLETE,1017,0.013633333,123.3179833,9,10,0,16,72
174093,O_SENT,11180,10/3/2011 16:57,21000,0,COMPLETE,1017,0.000816667,123.3188,10,10,0,16,72
174093,W_Completeren aanvraag,11180,10/3/2011 16:57,21000,0,COMPLETE,1017,0.029866667,123.3520667,12,10,0,16,72
174093,W_Nabellen offertes,11180,10/3/2011 16:59,21000,0,COMPLETE,1019,1.3578,124.9855,14,10,0,16,72
174093,W_Nabellen offertes,11180,10/10/2011 19:35,21000,0,COMPLETE,1175,2.37095,10361.35957,16,10,0,19,345
174093,W_Nabellen offertes,11180,10/12/2011 17:14,21000,0,COMPLETE,1034,1.346266667,13100.21712,18,10,2,17,396
174093,W_Nabellen offertes,11189,10/13/2011 7:15,21000,0,COMPLETE,435,802.7235333,13940.83338,20,10,3,7,424
174093,W_Nabellen offertes,11201,10/13/2011 19:15,21000,0,COMPLETE,1155,3.1709,14661.65322,22,10,3,19,414
174093,W_Nabellen offertes,10982,10/19/2011 21:41,21000,0,COMPLETE,1301,0.301816667,23447.59182,24,10,2,21,536
174093,W_Nabellen offertes,10914,10/20/2011 20:54,21000,0,COMPLETE,1254,2.859633333,24840.71678,26,10,3,20,556
174093,W_Nabellen offertes,11203,10/28/2011 21:52,21000,0,COMPLETE,1312,2.106416667,36418.34555,28,10,4,21,655
174093,W_Nabellen offertes,10863,10/31/2011 20:25,21000,0,COMPLETE,1225,1.0572,40650.83542,30,10,0,20,671
174093,W_Nabellen offertes,11203,11/2/2011 20:10,21000,0,COMPLETE,1210,8.622333333,43515.94693,32,11,2,20,693
174093,W_Nabellen offertes,11203,11/3/2011 10:15,21000,0,COMPLETE,615,845.2761667,44361.2231,33,11,3,10,702
174093,O_CANCELLED,112,11/3/2011 10:15,21000,0,COMPLETE,615,0,44361.22315,34,11,3,10,701
174093,A_CANCELLED,112,11/3/2011 10:15,21000,0,COMPLETE,615,5.00E-05,44361.22315,35,11,3,10,701
174132,A_SUBMITTED,112,10/3/2011 17:37,5000,1,COMPLETE,1057,0,0,1,10,0,17,73
174132,A_PARTLYSUBMITTED,112,10/3/2011 17:37,5000,1,COMPLETE,1057,0.005916667,0.005916667,2,10,0,17,73
174132,A_PREACCEPTED,112,10/3/2011 17:38,5000,1,COMPLETE,1058,0.942533333,0.94845,3,10,0,17,73
174132,W_Completeren aanvraag,112,10/3/2011 17:47,5000,1,COMPLETE,1067,0.317183333,10.87516667,6,10,0,17,71
174132,W_Completeren aanvraag,11119,10/3/2011 18:58,5000,1,COMPLETE,1138,8.01445,81.82363333,8,10,0,18,76
174132,A_ACCEPTED,10880,10/3/2011 19:23,5000,1,COMPLETE,1163,5.941283333,106.2621,10,10,0,19,77
174132,A_FINALIZED,10880,10/3/2011 19:28,5000,1,COMPLETE,1168,0,111.11775,11,10,0,19,77
174132,O_SELECTED,10880,10/3/2011 19:28,5000,1,COMPLETE,1168,4.85565,111.11775,12,10,0,19,77
174132,O_CREATED,10880,10/3/2011 19:29,5000,1,COMPLETE,1169,0.81145,111.9292,13,10,0,19,77
174132,O_SENT,10880,10/3/2011 19:29,5000,1,COMPLETE,1169,0.00045,111.92965,14,10,0,19,77
174132,W_Completeren aanvraag,10880,10/3/2011 19:29,5000,1,COMPLETE,1169,0.019233333,111.9521833,16,10,0,19,77
174132,W_Nabellen offertes,11181,10/10/2011 19:45,5000,1,COMPLETE,1185,1.591866667,10208.64667,18,10,0,19,347
174132,W_Nabellen offertes,11119,10/10/2011 20:40,5000,1,COMPLETE,1240,5.898483333,10263.88322,20,10,0,20,347
174132,O_SENT_BACK,11049,10/11/2011 12:12,5000,1,COMPLETE,732,1.258183333,11195.10443,22,10,1,12,369
174132,W_Nabellen offertes,11049,10/11/2011 12:12,5000,1,COMPLETE,732,0.022233333,11195.13,24,10,1,12,369
174132,O_CANCELLED,10609,10/13/2011 16:53,5000,1,COMPLETE,1013,0,14356.42503,26,10,3,16,413
174132,O_SELECTED,10609,10/13/2011 16:53,5000,1,COMPLETE,1013,35.96896667,14356.42503,27,10,3,16,413
174132,O_CREATED,10609,10/13/2011 16:53,5000,1,COMPLETE,1013,0.027466667,14356.4525,28,10,3,16,413
174132,O_SENT,10609,10/13/2011 16:53,5000,1,COMPLETE,1013,0.000866667,14356.45337,29,10,3,16,413
174132,W_Valideren aanvraag,10609,10/13/2011 16:53,5000,1,COMPLETE,1013,0.034183333,14356.48897,31,10,3,16,413
174132,W_Nabellen incomplete dossiers,10609,10/13/2011 17:15,5000,1,COMPLETE,1035,21.11925,14377.97873,33,10,3,17,413
174132,W_Nabellen incomplete dossiers,11119,10/13/2011 19:47,5000,1,COMPLETE,1187,0.4485,14530.30965,35,10,3,19,413
174132,O_CANCELLED,10939,10/13/2011 21:50,5000,1,COMPLETE,1310,0,14652.88838,37,10,3,21,420
174132,O_SELECTED,10939,10/13/2011 21:50,5000,1,COMPLETE,1310,11.176,14652.88838,38,10,3,21,420
174132,O_CREATED,10939,10/13/2011 21:50,5000,1,COMPLETE,1310,0.01995,14652.90833,39,10,3,21,420
174132,O_SENT,10939,10/13/2011 21:50,5000,1,COMPLETE,1310,0.0006,14652.90893,40,10,3,21,420
174144,A_SUBMITTED,112,10/3/2011 18:00,21000,1,COMPLETE,1080,0,0,1,10,0,18,73
174144,A_PARTLYSUBMITTED,112,10/3/2011 18:00,21000,1,COMPLETE,1080,0.008066667,0.008066667,2,10,0,18,73
174144,A_PREACCEPTED,112,10/3/2011 18:01,21000,1,COMPLETE,1081,0.877683333,0.88575,3,10,0,18,74
174144,W_Completeren aanvraag,11119,10/3/2011 20:03,21000,1,COMPLETE,1203,2.514966667,123.0402667,6,10,0,20,79
174144,W_Completeren aanvraag,11119,10/4/2011 10:24,21000,1,COMPLETE,624,1.113516667,984.23515,8,10,1,10,105
174144,W_Completeren aanvraag,11119,10/4/2011 13:27,21000,1,COMPLETE,807,0.446983333,1167.069017,10,10,1,13,106
174144,A_ACCEPTED,11179,10/4/2011 14:58,21000,1,COMPLETE,898,12.32823333,1257.8689,12,10,1,14,112
174144,O_SELECTED,11179,10/4/2011 15:05,21000,1,COMPLETE,905,0,1264.953483,13,10,1,15,112
174144,A_FINALIZED,11179,10/4/2011 15:05,21000,1,COMPLETE,905,7.084583333,1264.953483,14,10,1,15,112
174144,O_CREATED,11179,10/4/2011 15:05,21000,1,COMPLETE,905,0.493383333,1265.446867,15,10,1,15,112
174144,O_SENT,11179,10/4/2011 15:05,21000,1,COMPLETE,905,0.00105,1265.447917,16,10,1,15,112
174144,W_Completeren aanvraag,11179,10/4/2011 15:06,21000,1,COMPLETE,906,0.047816667,1265.49975,18,10,1,15,112
174144,O_SENT_BACK,11029,10/11/2011 11:09,21000,1,COMPLETE,669,0.669566667,11109.09883,20,10,1,11,370
174144,W_Nabellen offertes,11029,10/11/2011 11:09,21000,1,COMPLETE,669,0.03265,11109.1348,22,10,1,11,370
174144,O_ACCEPTED,10629,10/14/2011 19:40,21000,1,COMPLETE,1180,0,15939.72442,24,10,4,19,438
174144,A_REGISTERED,10629,10/14/2011 19:40,21000,1,COMPLETE,1180,0,15939.72442,25,10,4,19,438
174144,A_APPROVED,10629,10/14/2011 19:40,21000,1,COMPLETE,1180,38.55191667,15939.72442,26,10,4,19,438
174144,A_ACTIVATED,10629,10/14/2011 19:40,21000,1,COMPLETE,1180,1.67E-05,15939.72443,27,10,4,19,438
174144,W_Valideren aanvraag,10629,10/14/2011 19:40,21000,1,COMPLETE,1180,0.1334,15939.85783,28,10,4,19,437
174153,A_SUBMITTED,112,10/3/2011 18:44,1000,0,COMPLETE,1124,0,0,1,10,0,18,75
174153,A_PARTLYSUBMITTED,112,10/3/2011 18:44,1000,0,COMPLETE,1124,0.004416667,0.004416667,2,10,0,18,75
174153,A_PREACCEPTED,112,10/3/2011 18:44,1000,0,COMPLETE,1124,0.50595,0.510366667,3,10,0,18,75
174153,W_Completeren aanvraag,11119,10/3/2011 20:07,1000,0,COMPLETE,1207,1.605233333,82.86628333,6,10,0,20,79
174153,W_Completeren aanvraag,10982,10/4/2011 10:57,1000,0,COMPLETE,657,1.0591,973.1113333,8,10,1,10,105
174153,W_Completeren aanvraag,10982,10/4/2011 10:58,1000,0,COMPLETE,658,1.16735,974.4213,10,10,1,10,104
174153,W_Completeren aanvraag,10982,10/4/2011 11:00,1000,0,COMPLETE,660,1.208333333,975.98675,12,10,1,11,104
174153,W_Completeren aanvraag,10982,10/4/2011 12:12,1000,0,COMPLETE,732,10.1313,1048.058067,14,10,1,12,106
174153,W_Completeren aanvraag,11001,10/4/2011 14:45,1000,0,COMPLETE,885,4.175616667,1201.281717,16,10,1,14,108
174153,A_ACCEPTED,10982,10/4/2011 18:49,1000,0,COMPLETE,1129,4.231416667,1444.9029,18,10,1,18,122
174153,O_SELECTED,10982,10/4/2011 18:50,1000,0,COMPLETE,1130,0,1446.582083,19,10,1,18,122
174153,A_FINALIZED,10982,10/4/2011 18:50,1000,0,COMPLETE,1130,1.679183333,1446.582083,20,10,1,18,122
174153,O_CREATED,10982,10/4/2011 18:50,1000,0,COMPLETE,1130,0.018966667,1446.60105,21,10,1,18,122
174153,O_SENT,10982,10/4/2011 18:50,1000,0,COMPLETE,1130,0.00075,1446.6018,22,10,1,18,122
174153,W_Completeren aanvraag,10982,10/4/2011 18:50,1000,0,COMPLETE,1130,0.01795,1446.623383,24,10,1,18,122
174153,W_Nabellen offertes,10982,10/4/2011 18:51,1000,0,COMPLETE,1131,0.14885,1447.202717,26,10,1,18,122
174153,W_Nabellen offertes,11119,10/11/2011 21:49,1000,0,COMPLETE,1309,2.255883333,11704.94273,28,10,1,21,378
174153,O_SENT_BACK,11029,10/12/2011 10:22,1000,0,COMPLETE,622,1.3097,12458.19442,30,10,2,10,392
174153,W_Nabellen offertes,11029,10/12/2011 10:22,1000,0,COMPLETE,622,0.032033333,12458.22912,32,10,2,10,392
174153,O_DECLINED,10629,10/17/2011 15:22,1000,0,COMPLETE,922,0,19958.69558,34,10,0,15,489
174153,A_DECLINED,10629,10/17/2011 15:22,1000,0,COMPLETE,922,12.92816667,19958.69558,35,10,0,15,489
174153,W_Valideren aanvraag,10629,10/17/2011 15:23,1000,0,COMPLETE,923,0.058583333,19958.75417,36,10,0,15,488
174159,A_SUBMITTED,112,10/3/2011 18:58,40000,0,COMPLETE,1138,0,0,1,10,0,18,76
174159,A_PARTLYSUBMITTED,112,10/3/2011 18:58,40000,0,COMPLETE,1138,0.008033333,0.008033333,2,10,0,18,76
174159,A_PREACCEPTED,112,10/3/2011 18:59,40000,0,COMPLETE,1139,0.766633333,0.774666667,3,10,0,18,76
174159,W_Completeren aanvraag,11119,10/3/2011 20:09,40000,0,COMPLETE,1209,2.197683333,71.08671667,6,10,0,20,79
174159,W_Completeren aanvraag,11119,10/4/2011 10:26,40000,0,COMPLETE,626,0.952416667,927.56395,8,10,1,10,105
174159,W_Completeren aanvraag,11169,10/4/2011 14:28,40000,0,COMPLETE,868,1.503216667,1169.828733,10,10,1,14,107
174159,W_Completeren aanvraag,11179,10/4/2011 18:42,40000,0,COMPLETE,1122,0.195183333,1423.801883,12,10,1,18,122
174159,W_Completeren aanvraag,11179,10/4/2011 20:05,40000,0,COMPLETE,1205,1.345133333,1507.137733,14,10,1,20,121
174159,W_Completeren aanvraag,11180,10/5/2011 11:35,40000,0,COMPLETE,695,8.694983333,2436.867,16,10,2,11,146
174159,A_ACCEPTED,11180,10/5/2011 11:38,40000,0,COMPLETE,698,2.942833333,2440.273767,18,10,2,11,146
174159,A_FINALIZED,11180,10/5/2011 11:44,40000,0,COMPLETE,704,0,2446.090267,19,10,2,11,147
174159,O_SELECTED,11180,10/5/2011 11:44,40000,0,COMPLETE,704,5.8165,2446.090267,20,10,2,11,147
174159,O_CREATED,11180,10/5/2011 11:44,40000,0,COMPLETE,704,0.018016667,2446.108283,21,10,2,11,147
174159,O_SENT,11180,10/5/2011 11:44,40000,0,COMPLETE,704,0.000483333,2446.108767,22,10,2,11,147
174159,W_Completeren aanvraag,11180,10/5/2011 11:44,40000,0,COMPLETE,704,0.02015,2446.130317,24,10,2,11,147
174159,O_SELECTED,11180,10/5/2011 11:45,40000,0,COMPLETE,705,0,2447.090767,26,10,2,11,147
174159,O_CANCELLED,11180,10/5/2011 11:45,40000,0,COMPLETE,705,0.7362,2447.090767,27,10,2,11,147
174159,O_CREATED,11180,10/5/2011 11:45,40000,0,COMPLETE,705,0.021733333,2447.1125,28,10,2,11,147
174159,O_SENT,11180,10/5/2011 11:45,40000,0,COMPLETE,705,0.000466667,2447.112967,29,10,2,11,147
174159,W_Nabellen offertes,11180,10/5/2011 11:45,40000,0,COMPLETE,705,0.036033333,2447.150467,31,10,2,11,147
174159,W_Nabellen offertes,11180,10/5/2011 11:47,40000,0,COMPLETE,707,1.634233333,2448.94725,33,10,2,11,148
174159,W_Nabellen offertes,11180,10/12/2011 12:15,40000,0,COMPLETE,735,2.76665,12557.11633,35,10,2,12,389
174159,W_Nabellen offertes,11180,10/12/2011 16:50,40000,0,COMPLETE,1010,2.012016667,12831.92203,37,10,2,16,397
174159,W_Nabellen offertes,11180,10/13/2011 19:44,40000,0,COMPLETE,1184,6.055916667,14445.64442,39,10,3,19,413
174252,A_SUBMITTED,112,10/3/2011 21:59,30000,1,COMPLETE,1319,0,0,1,10,0,21,89
174252,A_PARTLYSUBMITTED,112,10/3/2011 21:59,30000,1,COMPLETE,1319,0.00665,0.00665,2,10,0,21,89
174252,A_PREACCEPTED,112,10/3/2011 22:00,30000,1,COMPLETE,1320,0.857666667,0.864316667,3,10,0,22,90
174252,W_Completeren aanvraag,112,10/4/2011 11:23,30000,1,COMPLETE,683,14.05181667,804.0481833,6,10,1,11,105
174252,A_ACCEPTED,11200,10/4/2011 11:23,30000,1,COMPLETE,683,0.6467,804.8077667,8,10,1,11,105
174252,A_FINALIZED,11200,10/4/2011 11:24,30000,1,COMPLETE,684,0,805.0706,9,10,1,11,105
174252,O_SELECTED,11200,10/4/2011 11:24,30000,1,COMPLETE,684,0.262833333,805.0706,10,10,1,11,105
174252,O_CREATED,11200,10/4/2011 11:24,30000,1,COMPLETE,684,0.014883333,805.0854833,11,10,1,11,105
174252,O_SENT,11200,10/4/2011 11:24,30000,1,COMPLETE,684,0.000416667,805.0859,12,10,1,11,105
174252,W_Completeren aanvraag,11200,10/4/2011 11:24,30000,1,COMPLETE,684,0.0203,805.11015,14,10,1,11,105
174252,W_Nabellen offertes,11200,10/6/2011 13:59,30000,1,COMPLETE,839,0.2462,3840.2262,16,10,3,13,222
174252,W_Nabellen offertes,11181,10/11/2011 19:08,30000,1,COMPLETE,1148,3.05415,11349.7472,18,10,1,19,373
174252,W_Nabellen offertes,11122,10/11/2011 20:20,30000,1,COMPLETE,1220,0.2437,11421.71368,20,10,1,20,374
174252,O_SENT_BACK,10899,10/12/2011 10:46,30000,1,COMPLETE,646,0.439966667,12287.58267,22,10,2,10,389
174252,W_Nabellen offertes,10899,10/12/2011 10:46,30000,1,COMPLETE,646,0.020366667,12287.60592,24,10,2,10,389
174252,W_Valideren aanvraag,10629,10/17/2011 17:13,30000,1,COMPLETE,1033,24.28025,19874.52377,26,10,0,17,502
174252,W_Valideren aanvraag,10629,10/17/2011 17:14,30000,1,COMPLETE,1034,0.2352,19874.9324,28,10,0,17,502
174252,W_Valideren aanvraag,10629,10/17/2011 17:36,30000,1,COMPLETE,1056,0.041066667,19897.13235,31,10,0,17,498
